market                                   side     ours   others    total    tgt qual self off  $/day
ewc-usp-2028-11-07-jossha                SELL   19,671   16,371   36,042 20,000    y   no   0   7.31
ewc-usp-2028-11-07-kamhar                BUY    20,001      402   20,403 20,000    y    y  23   0.00
ewc-usp-2028-11-07-kamhar                SELL   21,365   16,277   37,642 20,000    y    y   0   9.10
ewc-usp-2028-11-07-markel                BUY    20,001   24,144   44,145 20,000    y    y   0   8.39
ewc-usp-2028-11-07-markel                SELL   20,754   27,485   48,239 20,000    y    y   0  16.80
ewc-usp-2028-11-07-marrub                BUY    20,001      202   20,203 20,000    y    y  48   0.00
ewc-usp-2028-11-07-marrub                SELL   17,630   16,279   33,909 20,000    y   no   0   3.08
ewc-usp-2028-11-07-micoba                BUY    20,001   23,989   43,990 20,000    y    y   0   8.42
ewc-usp-2028-11-07-micoba                SELL   21,355   19,071   40,426 20,000    y    y   0   0.53
ewc-usp-2028-11-07-petbut                BUY    20,001      302   20,303 20,000    y    y  27   0.00
ewc-usp-2028-11-07-petbut                SELL   15,375   16,373   31,748 20,000    y   no   0  15.94
ewc-usp-2028-11-07-rahema                BUY    20,001   15,145   35,146 20,000    y    y   0  10.54
ewc-usp-2028-11-07-rahema                SELL   19,595   16,275   35,870 20,000    y   no   0   0.90
ewc-usp-2028-11-07-rokha                 BUY    20,001   24,000   44,001 20,000    y    y   0   8.42
ewc-usp-2028-11-07-rokha                 SELL   15,375   16,385   31,760 20,000    y   no   1   0.16
ewc-usp-2028-11-07-rondes                BUY    20,001    9,200   29,201 20,000    y    y   0  12.68
ewc-usp-2028-11-07-rondes                SELL   17,992   27,943   45,935 20,000    y   no   6   0.00
ewc-usp-2028-11-07-stasmi                BUY    20,001   23,989   43,990 20,000    y    y   0   8.42
ewc-usp-2028-11-07-stasmi                SELL   20,434   27,819   48,252 20,000    y    y   1   0.16
ewc-usp-2028-11-07-thomas                BUY    20,001      200   20,201 20,000    y    y   0  18.52
ewc-usp-2028-11-07-thomas                SELL   17,013   16,271   33,284 20,000    y   no  29   0.00
ewc-usp-2028-11-07-tuccar                BUY    20,001      225   20,226 20,000    y    y   0  18.52
ewc-usp-2028-11-07-tuccar                SELL   19,169   16,373   35,542 20,000    y   no   1   1.30
ewc-usp-2028-11-07-tulgab                BUY    20,001   37,137   57,138 20,000    y    y   0   6.48
ewc-usp-2028-11-07-tulgab                SELL   16,640   16,271   32,911 20,000    y   no  27   0.00
ewc-usp-2028-11-07-vivram                BUY    20,001   37,178   57,179 20,000    y    y   0   6.48
ewc-usp-2028-11-07-vivram                SELL   15,375   16,275   31,650 20,000    y   no   1   0.18
ewc-usp-2028-11-07-wesmoo                BUY    20,001   24,144   44,145 20,000    y    y   0   8.39
ewc-usp-2028-11-07-wesmoo                SELL   16,640   16,271   32,911 20,000    y   no  27   0.00
ewc-usp-party-2028-11-07-dem             BUY    20,000      327   20,327 20,000    y    y   0 227.51
ewc-usp-party-2028-11-07-dem             SELL   20,001   32,861   52,862 20,000    y    y   0 201.75
ewc-usp-party-2028-11-07-rep             BUY    20,001    1,708   21,709 20,000    y    y   0  37.51
ewc-usp-party-2028-11-07-rep             SELL   24,288      711   24,999 20,000    y    y   0  63.10

sides total: 120
  not qualifying right now      : 0
  qualifying only on OTHERS' size: 44  <- can vanish without warning
  self-sufficient                : 76

estimated total from the slate: $1,575.52/day
   BID: $972.92/day across 60 sides
   ASK: $602.60/day across 60 sides
